user_id,age,gender,country,state,traffic_source,created_at
154,40,F,Australia,,Facebook,2024-01-21 06:31:34.832324
155,41,F,United States,MA,Display,2023-07-09 15:23:45.503520
156,37,M,United States,GA,Email,2023-03-26 11:01:07.909819
157,22,M,United States,NJ,Facebook,2023-03-25 16:31:10.751106
158,34,F,United States,PA,Search,2023-05-15 01:53:18.047678
159,27,F,France,,Email,2023-12-05 22:32:10.554625
160,45,F,France,,Facebook,2024-02-17 17:03:36.072509
161,34,F,Australia,,Email,2024-01-03 05:53:57.843689
162,18,M,United States,FL,Search,2024-08-05 20:09:23.414021
163,31,M,United States,GA,Search,2023-09-10 14:48:07.062155
164,50,F,United States,CA,Email,2024-05-10 14:42:38.015803
165,30,M,United States,NC,Organic,2023-02-01 20:39:49.595465
166,32,F,United States,MO,Search,2023-07-24 11:53:44.262552
167,18,F,United States,TN,Email,2023-03-13 19:28:20.877724
168,54,F,United States,MD,Search,2023-07-19 00:54:02.505255
169,42,M,United States,MA,Email,2023-08-27 11:51:34.801246
170,27,M,United States,NC,Email,2024-10-20 17:52:06.332535
171,32,F,United States,FL,Organic,2024-07-29 11:32:34.227710
172,44,F,United States,TN,Organic,2023-02-21 20:34:49.657061
173,18,M,United Kingdom,,Email,2024-04-25 12:22:37.584124
174,39,M,United States,IL,Organic,2024-07-21 19:11:12.773115
175,47,F,United States,NY,Email,2024-11-26 17:49:28.061514
176,46,F,United States,MO,Organic,2024-06-19 02:38:59.573328
177,25,M,United States,WI,Email,2024-07-07 12:26:45.388930
178,39,F,United States,IN,Search,2023-09-24 06:21:03.021343
179,41,M,United States,MI,Search,2024-08-25 02:47:59.949167
180,37,M,United States,MI,Search,2024-02-03 00:58:30.383354
181,35,F,United States,WI,Email,2024-11-03 01:49:38.859226
182,43,F,United States,OH,Organic,2024-03-13 20:39:09.038991
183,49,M,United States,NY,Email,2023-04-20 22:33:33.007675
184,31,M,United States,MO,Facebook,2023-02-22 13:05:23.271143
185,26,M,United States,AZ,Email,2023-11-12 08:27:44.055279
186,39,F,United States,TN,Organic,2023-07-23 21:09:21.800597
187,18,M,United States,MI,Search,2024-05-09 20:51:28.591084
188,48,M,Germany,,Email,2024-08-24 17:23:35.111475
189,43,F,United States,GA,Facebook,2024-10-08 17:42:19.970305
190,49,M,United Kingdom,,Facebook,2024-02-17 20:27:54.355134
191,47,M,United States,AZ,Organic,2023-03-22 08:14:30.772844
192,29,F,United States,IL,Email,2024-09-27 21:18:44.206458
193,28,F,United States,NY,Facebook,2023-02-11 17:55:08.629797
194,38,M,United States,WI,Email,2024-06-08 06:29:23.030771
195,41,F,United States,MI,Organic,2023-11-04 09:46:40.575788
196,46,F,United States,MI,Facebook,2024-05-04 19:31:33.267331
197,18,M,United States,IN,Search,2024-01-13 23:41:24.905928
198,29,F,United States,NY,Facebook,2024-02-23 15:00:57.320246
199,65,F,United States,NJ,Facebook,2024-02-27 14:23:21.004409
200,23,F,United States,NY,Email,2023-06-10 05:55:48.662856
201,25,M,United Kingdom,,Organic,2024-08-08 04:06:16.969046
202,38,F,United States,MD,Search,2024-10-27 13:12:34.081728
203,57,F,Australia,,Display,2024-04-15 14:19:50.218660
204,45,M,United States,MD,Email,2023-01-29 03:53:31.591786
205,32,M,Australia,,Organic,2023-05-03 15:12:15.225689
206,18,M,United States,MA,Organic,2024-10-03 06:01:22.213811
207,35,M,United States,MD,Display,2023-11-02 02:52:04.018417
208,18,M,United States,NY,Email,2023-11-26 00:10:28.687202
209,35,M,United States,NJ,Organic,2023-08-13 17:46:43.320253
210,38,M,United States,PA,Organic,2023-08-19 20:42:05.573256
211,52,F,Germany,,Organic,2023-12-13 19:52:46.387923
212,30,M,United Kingdom,,Search,2024-10-23 15:15:05.272783
213,27,F,Australia,,Display,2024-01-21 01:37:22.910613
214,35,M,United States,NY,Organic,2023-08-09 03:53:17.665652
215,37,F,United States,FL,Search,2024-11-10 03:06:12.277383
216,51,M,United States,IN,Display,2024-07-31 10:46:37.253691
217,20,M,United States,MO,Organic,2023-11-20 09:12:09.344520
218,18,F,United States,OH,Facebook,2023-12-29 21:46:54.456025
219,49,F,United States,TN,Email,2024-03-13 18:52:00.724930
220,30,M,Australia,,Facebook,2023-02-06 03:04:40.163270
221,39,F,United States,MO,Email,2023-04-02 17:01:20.086923
222,30,M,United States,MA,Organic,2024-09-08 14:13:23.417800
223,26,M,United States,FL,Search,2023-01-21 05:00:23.878872
224,34,M,United Kingdom,,Email,2024-03-02 05:02:38.425117
225,44,F,United States,PA,Organic,2023-08-06 12:36:08.370029
226,35,M,United States,MO,Email,2023-10-13 14:14:36.767293
227,40,F,United States,FL,Email,2023-11-20 00:19:28.639933
228,47,M,United States,IL,Email,2023-12-15 20:42:30.524691
229,38,M,Germany,,Facebook,2023-07-24 07:16:27.164633
230,28,M,Germany,,Organic,2023-07-11 09:32:17.753219
231,70,M,United States,TN,Organic,2023-06-20 14:40:45.199424
232,31,F,United States,IL,Organic,2023-09-26 12:14:42.081188
233,49,F,United States,IN,Search,2024-06-06 09:42:53.151380
234,54,M,United States,NY,Email,2023-07-13 08:57:22.922677
235,25,F,United States,NJ,Email,2024-10-15 23:22:22.849919
236,23,F,United States,NC,Search,2024-07-28 09:13:52.138264
237,18,F,United States,MI,Facebook,2024-08-09 05:35:43.799236
238,28,F,United States,TN,Search,2024-08-28 16:22:40.767471
239,25,M,United States,MO,Email,2023-12-06 00:56:06.998168
240,57,M,United States,MO,Search,2024-06-18 00:15:39.542456
241,25,M,United States,MA,Facebook,2024-10-14 23:55:04.425659
242,32,F,United States,GA,Email,2024-02-05 06:12:01.387247
243,36,M,United States,AZ,Search,2023-01-31 13:16:28.649405
244,28,F,Australia,,Email,2023-11-28 02:00:03.614540
245,62,M,United States,WA,Search,2024-11-22 21:21:18.837293
246,31,M,United Kingdom,,Search,2024-11-17 13:44:41.026144
247,36,M,United States,TX,Search,2023-03-30 08:56:14.398072
248,43,M,United States,NJ,Organic,2024-08-31 18:57:54.952147
249,18,F,United States,FL,Organic,2024-01-04 03:58:41.730121
250,33,F,United States,CA,Organic,2024-05-20 17:03:22.691472
251,41,F,United States,IL,Search,2023-02-22 09:06:52.453780
252,49,M,United States,NJ,Display,2024-03-12 06:45:28.543570
253,18,M,United States,NY,Display,2024-08-19 05:39:24.881370
254,18,M,United Kingdom,,Search,2024-08-24 12:56:55.298497
255,58,F,United States,NJ,Search,2024-03-14 18:13:34.346403
256,41,M,Australia,,Search,2023-12-08 13:31:03.916398
257,21,F,United States,TX,Organic,2024-03-08 05:19:08.237733
258,26,M,United States,MI,Search,2024-11-29 04:45:19.820392
259,35,F,Australia,,Email,2023-03-05 06:22:21.924907
260,23,M,United States,FL,Search,2023-11-07 13:47:58.804500
261,41,F,Germany,,Display,2023-07-29 15:01:48.533161
262,49,M,United States,TX,Email,2023-08-16 01:29:39.846933
263,37,F,United States,MI,Search,2023-09-08 22:11:02.942326
264,30,F,United States,IL,Organic,2023-06-20 22:31:00.698486
265,41,F,United States,MD,Facebook,2024-04-22 06:14:46.459413
266,60,F,United States,PA,Organic,2023-05-03 13:09:54.594204
267,29,F,United States,WA,Organic,2024-03-09 19:08:03.089143
268,49,M,United States,TN,Display,2024-09-30 23:31:38.889105
269,37,F,United States,GA,Search,2023-11-19 19:19:06.759710
270,43,M,United States,MA,Email,2023-06-28 17:29:19.309466
271,46,M,United States,MA,Organic,2024-09-22 20:19:05.939260
272,28,F,United Kingdom,,Search,2024-01-18 14:50:55.362171
273,53,F,United States,MA,Search,2024-10-23 15:57:31.200847
274,33,F,United States,MI,Search,2024-03-23 06:10:12.718734
275,53,F,United States,NC,Organic,2023-11-16 18:50:29.950148
276,35,F,United States,OH,Organic,2024-11-30 13:28:33.241451
277,68,F,United States,FL,Search,2023-06-16 01:03:20.852580
278,40,F,United States,VA,Organic,2024-02-07 08:50:25.537204
279,50,M,Germany,,Email,2023-07-26 15:52:35.994860
280,52,M,United Kingdom,,Organic,2023-10-05 01:32:11.210319
281,26,F,United States,MD,Facebook,2024-08-28 13:07:56.212731
282,29,F,Canada,,Organic,2024-06-05 06:26:11.513679
283,31,M,United States,WI,Email,2024-06-05 14:53:31.882023
284,49,F,United States,GA,Email,2024-02-29 22:41:31.088975
285,43,F,United States,GA,Email,2024-03-21 15:10:49.261796
286,30,F,United States,NC,Email,2024-04-19 10:26:34.457541
287,28,F,France,,Facebook,2024-06-21 05:30:32.441486
288,40,M,United Kingdom,,Organic,2024-08-09 20:03:48.833893
289,35,M,United Kingdom,,Search,2023-03-10 00:21:14.475249
290,30,F,United Kingdom,,Facebook,2024-03-28 10:31:20.025699
291,38,M,United States,MA,Organic,2023-01-24 08:31:26.849736
292,45,F,United States,IL,Organic,2023-03-05 02:14:26.565131
293,35,M,United States,NJ,Facebook,2024-06-07 05:40:42.711473
294,39,M,United States,OH,Search,2023-04-03 12:17:04.567725
295,49,F,United States,VA,Organic,2024-01-07 14:19:11.561544
296,29,F,United States,PA,Search,2023-06-29 21:05:50.714386
297,18,F,United States,MI,Search,2024-06-06 14:11:49.531367
298,36,F,United States,FL,Display,2023-11-24 19:58:02.397811
299,26,F,United States,IL,Search,2024-06-11 21:44:42.300350
300,42,M,United States,WA,Search,2024-11-08 02:07:54.316706
301,29,F,United States,VA,Email,2023-03-05 05:05:17.914388
302,40,F,United States,CA,Organic,2023-07-05 02:54:14.818755
303,41,F,United States,MA,Facebook,2023-09-16 00:14:20.633098
304,55,F,Australia,,Organic,2024-04-15 15:19:31.423789
305,18,M,United States,WA,Organic,2024-07-29 16:36:38.378195
306,37,M,United States,FL,Email,2024-04-17 09:15:14.869099
307,29,M,United States,CA,Email,2024-03-09 16:23:14.518853
308,38,M,United States,NJ,Email,2024-10-02 16:17:57.360786
309,26,M,United States,NY,Facebook,2024-03-20 18:47:09.225418
310,52,M,United States,MI,Search,2024-03-30 11:13:21.711292
311,51,F,United States,IL,Facebook,2023-02-01 17:49:35.130089
312,29,F,United States,MI,Search,2024-11-28 03:34:47.625184
313,37,M,United States,FL,Search,2023-06-14 08:38:25.961447
314,63,F,United States,IL,Email,2023-09-30 01:14:59.867961
315,44,F,United States,MO,Organic,2023-10-21 09:19:46.046522
316,27,F,Australia,,Display,2024-05-23 14:51:56.625702
317,24,M,United States,FL,Display,2024-08-06 14:02:37.677762
318,51,F,United States,AZ,Facebook,2024-10-19 08:05:29.414362
319,43,F,United States,TX,Organic,2024-04-28 04:42:54.543453
320,36,M,United States,MA,Search,2023-11-08 06:53:25.599439
321,19,M,United States,VA,Organic,2023-03-11 13:09:27.696179
322,19,M,United Kingdom,,Facebook,2023-09-15 03:13:38.289909
323,32,F,United Kingdom,,Facebook,2023-09-09 01:43:13.916521
324,44,F,United States,NC,Search,2023-05-13 20:47:01.839502
325,50,M,United States,MA,Organic,2023-03-06 04:06:48.672484
326,58,F,United States,WI,Organic,2024-11-10 18:22:03.513690
327,51,M,United States,NJ,Email,2023-06-20 11:57:26.900480
328,20,M,United States,MD,Email,2023-05-24 15:27:13.184641
329,26,M,Australia,,Facebook,2024-01-23 22:41:27.046129
330,19,F,United States,OH,Organic,2024-07-23 03:17:24.298202
331,18,M,United States,NJ,Organic,2024-06-26 01:23:31.585636
332,23,M,United States,CA,Organic,2023-07-14 02:13:02.684609
333,48,F,United States,IL,Search,2024-01-14 03:37:10.831083
334,18,F,United States,FL,Organic,2024-04-07 17:46:06.224286
335,64,M,United States,IL,Display,2023-01-11 09:39:12.590913
336,40,F,United States,MD,Facebook,2023-08-15 15:21:38.019463
337,34,M,United States,NC,Search,2023-02-06 16:18:12.600244
338,40,M,France,,Organic,2023-10-22 16:08:14.481922
339,18,M,United States,NY,Facebook,2023-11-30 08:55:55.988798
340,41,M,Canada,,Organic,2023-09-11 10:15:17.136483
341,46,M,United States,FL,Email,2023-11-13 09:41:27.796081
342,46,M,United States,WI,Search,2023-01-31 08:31:57.431662
343,28,F,United Kingdom,,Organic,2024-01-01 00:22:49.465847
344,27,F,United States,CA,Email,2023-02-12 13:52:00.645268
345,44,M,United States,WA,Organic,2023-10-26 09:23:48.494054
346,38,M,United States,TN,Search,2024-05-13 16:20:31.524976
347,42,F,United States,NY,Organic,2024-09-21 11:40:53.954671
348,25,M,United States,WI,Search,2023-04-14 20:00:29.775939
349,21,F,United States,NC,Facebook,2024-03-13 00:32:02.054127
350,58,M,United States,MO,Organic,2024-05-13 12:10:01.127863
351,34,F,United States,WI,Display,2024-01-07 09:21:17.527847
352,18,M,United States,IN,Email,2024-02-28 19:10:12.352056
353,23,F,United States,FL,Organic,2024-08-19 22:55:04.751636
354,35,M,United Kingdom,,Search,2024-09-06 09:27:51.766124
355,31,M,United States,OH,Search,2023-10-29 01:10:30.071983
356,40,M,United States,AZ,Facebook,2023-08-26 06:03:04.307151
357,30,M,United States,WA,Search,2023-10-19 04:37:34.047815
358,36,M,United States,NJ,Search,2023-10-26 17:38:07.098663
359,43,M,United Kingdom,,Organic,2023-06-28 10:08:54.891278
360,42,M,United States,TN,Display,2023-02-16 23:50:22.476104
361,38,M,United States,NY,Display,2023-10-30 07:31:31.842009
362,42,F,Australia,,Search,2024-06-01 03:46:21.988598
363,40,M,United States,MO,Organic,2023-02-11 23:40:49.547677
364,38,F,United States,MO,Facebook,2023-08-19 18:03:08.956052
365,38,F,United States,AZ,Display,2023-09-05 12:26:51.856250
366,45,M,United Kingdom,,Email,2024-10-20 18:58:54.468183
367,25,F,United States,TX,Search,2024-11-08 21:05:48.858838
368,48,M,United States,MI,Email,2023-09-04 03:39:21.310722
369,37,M,United States,IN,Search,2023-05-29 22:00:42.967043
370,58,M,United Kingdom,,Organic,2023-12-04 12:46:54.682441
371,46,M,United States,VA,Display,2024-08-14 18:16:24.357009
372,21,F,United States,FL,Search,2024-06-17 19:46:28.619541
373,36,M,United States,GA,Email,2024-07-19 01:19:08.527294
374,26,F,United States,WI,Search,2024-03-05 12:01:52.006785
375,28,F,United Kingdom,,Organic,2024-01-25 17:13:40.392709
376,18,M,United States,NC,Display,2023-01-21 06:24:48.390586
377,20,F,United States,MI,Facebook,2024-10-07 01:49:49.272086
378,18,F,United States,CA,Display,2023-05-07 23:36:48.160696
379,53,M,United States,MD,Search,2024-04-05 03:23:23.514929
380,30,M,United States,IL,Search,2024-06-02 16:16:48.695482
381,28,F,United States,NY,Email,2024-06-06 06:40:39.366105
382,30,F,United States,WA,Organic,2023-10-21 21:11:09.222877
383,40,M,United States,PA,Organic,2023-09-17 00:53:31.033009
384,35,F,France,,Display,2023-08-16 01:37:57.312903
385,45,F,United States,WI,Search,2023-03-01 11:16:41.777820
386,70,M,United States,IL,Organic,2023-04-21 04:29:10.577041
387,56,F,United States,TX,Facebook,2024-04-16 18:40:27.617881
388,32,M,United States,MA,Search,2024-04-08 08:34:12.141044
389,30,F,United States,WI,Email,2023-11-06 10:20:32.411482
390,24,M,United States,OH,Organic,2024-06-12 11:02:41.329063
391,38,M,United States,VA,Organic,2023-10-28 22:32:56.547904
392,47,F,United States,MD,Facebook,2023-12-07 15:25:48.923470
393,51,F,United Kingdom,,Search,2023-08-04 21:26:44.819164
394,47,F,United States,WA,Organic,2024-11-20 02:41:13.415261
395,30,M,United States,CA,Search,2023-05-24 02:18:30.560914
396,18,F,United States,IL,Organic,2024-06-18 21:54:10.975640
397,46,M,United States,NJ,Organic,2023-03-25 23:44:13.107312
398,18,M,United States,AZ,Display,2023-05-03 23:40:21.617451
399,24,M,United States,MO,Search,2024-05-07 13:40:38.009383
400,28,F,United States,MO,Email,2024-08-06 08:21:02.162354
401,53,F,United States,NY,Organic,2023-10-05 22:47:44.618477
402,48,M,France,,Search,2023-01-30 14:40:40.779318
403,49,M,United States,MA,Search,2024-10-06 19:31:44.038706
404,45,F,United States,MD,Search,2023-10-28 11:58:33.635475
405,56,F,United States,AZ,Facebook,2023-07-22 15:51:19.633827
406,18,F,United States,CA,Organic,2024-11-07 08:09:17.313683
407,44,F,United States,WI,Email,2023-11-19 01:37:40.626538
408,30,M,Germany,,Display,2024-10-05 20:07:54.585319
409,18,F,United States,AZ,Organic,2024-08-14 03:20:14.081593
410,48,M,United States,AZ,Email,2024-02-17 05:02:15.516560
411,18,F,United States,NY,Search,2023-10-05 00:52:49.826052
412,40,F,United States,NJ,Facebook,2023-06-05 02:24:38.121924
413,48,F,Canada,,Email,2023-04-28 16:37:46.182603
414,37,F,United States,FL,Email,2024-01-07 10:09:39.560330
415,31,M,United States,VA,Organic,2023-09-03 18:28:31.970221
416,45,F,United Kingdom,,Search,2024-07-24 12:37:18.107761
417,51,F,United States,FL,Facebook,2023-04-13 12:15:46.321435
418,50,F,United States,PA,Display,2024-02-26 16:18:10.629321
419,43,F,Australia,,Search,2024-06-15 09:45:35.945156
420,31,M,United States,PA,Search,2024-10-27 21:42:28.662253
421,37,M,United Kingdom,,Facebook,2023-12-12 21:09:57.673052
422,43,F,Australia,,Email,2024-01-30 14:45:22.029249
423,61,F,United States,MA,Search,2024-04-21 19:02:32.768481
424,38,F,United States,WI,Organic,2023-08-15 05:53:54.454590
425,25,F,United Kingdom,,Search,2023-08-10 07:08:00.338790
426,34,M,United States,NY,Organic,2023-11-25 05:52:27.131675
427,42,F,United Kingdom,,Organic,2023-07-31 23:22:59.917208
428,48,F,United States,MD,Organic,2023-02-09 07:41:29.830487
429,38,M,United States,NY,Search,2023-08-06 06:51:06.804670
430,29,M,United States,TX,Search,2023-02-09 19:45:10.274437
431,53,M,United States,NY,Email,2024-03-27 06:23:48.079947
432,26,F,United States,WI,Organic,2024-02-20 20:32:27.430696
433,61,M,United States,MA,Organic,2024-02-11 05:32:02.560229
434,29,M,France,,Organic,2024-09-19 02:43:46.780875
435,56,F,United States,MD,Display,2024-04-01 06:52:09.257148
436,52,M,United States,WI,Organic,2023-11-29 22:34:03.609997
437,34,M,United States,TX,Email,2023-11-12 08:47:17.633233
438,31,F,United States,NY,Search,2023-12-20 04:25:23.610778
439,20,F,United States,TX,Organic,2023-06-23 10:05:40.403224
