order_item_id,order_id,user_id,product_id,status,sale_price,created_at,shipped_at,returned_at
30,20,21430,334,Complete,15.8,2023-03-27 23:10:49.476856,2023-03-29 23:10:49.476856,
31,20,21430,421,Complete,56.28,2023-03-27 23:10:49.476856,2023-03-28 23:10:49.476856,
32,21,30143,488,Returned,47.78,2023-03-28 03:08:38.057318,2023-04-01 03:08:38.057318,2023-04-09 03:08:38.057318
33,22,20509,248,Shipped,48.03,2023-03-28 06:45:40.541720,2023-03-30 06:45:40.541720,
34,23,45151,480,Returned,22.79,2023-03-28 22:10:28.988586,2023-03-29 22:10:28.988586,2023-04-09 22:10:28.988586
35,23,45151,451,Returned,16.46,2023-03-28 22:10:28.988586,2023-04-01 22:10:28.988586,2023-04-04 22:10:28.988586
36,24,12549,357,Returned,50.14,2023-03-29 08:27:31.963250,2023-04-01 08:27:31.963250,2023-04-07 08:27:31.963250
37,24,12549,21,Returned,48.19,2023-03-29 08:27:31.963250,2023-04-02 08:27:31.963250,2023-04-05 08:27:31.963250
38,24,12549,147,Returned,58.54,2023-03-29 08:27:31.963250,2023-03-30 08:27:31.963250,2023-04-04 08:27:31.963250
39,25,43796,61,Complete,37.16,2023-04-02 18:54:18.407991,2023-04-06 18:54:18.407991,
40,25,43796,294,Complete,11.92,2023-04-02 18:54:18.407991,2023-04-06 18:54:18.407991,
41,26,33841,305,Returned,75.21,2023-04-03 15:08:21.754461,2023-04-05 15:08:21.754461,2023-04-11 15:08:21.754461
42,27,25272,474,Cancelled,42.5,2023-04-04 02:41:40.932589,,
43,28,3813,244,Returned,46.62,2023-04-06 21:34:12.653212,2023-04-10 21:34:12.653212,2023-04-16 21:34:12.653212
44,29,8418,270,Returned,19.45,2023-04-07 20:51:22.873029,2023-04-11 20:51:22.873029,2023-04-25 20:51:22.873029
45,30,44788,18,Shipped,13.31,2023-04-10 09:44:34.487530,2023-04-14 09:44:34.487530,
46,31,44399,500,Shipped,16.27,2023-04-11 18:23:54.152812,2023-04-14 18:23:54.152812,
47,32,49375,109,Complete,22.27,2023-04-11 21:17:21.318690,2023-04-12 21:17:21.318690,
48,33,43545,410,Processing,58.17,2023-04-12 14:28:19.232545,,
49,33,43545,143,Processing,126.72,2023-04-12 14:28:19.232545,,
50,34,10138,255,Complete,17.07,2023-04-13 04:23:39.392874,2023-04-15 04:23:39.392874,
51,34,10138,133,Complete,64.25,2023-04-13 04:23:39.392874,2023-04-16 04:23:39.392874,
52,34,10138,81,Complete,57.22,2023-04-13 04:23:39.392874,2023-04-14 04:23:39.392874,
53,35,26164,39,Complete,27.67,2023-04-15 07:15:47.768955,2023-04-16 07:15:47.768955,
54,36,10233,479,Returned,49.59,2023-04-16 12:13:27.721160,2023-04-17 12:13:27.721160,2023-04-25 12:13:27.721160
55,37,19949,195,Returned,67.58,2023-04-17 13:41:36.729438,2023-04-21 13:41:36.729438,2023-04-27 13:41:36.729438
56,38,30705,87,Processing,12.42,2023-04-17 17:35:09.052917,,
57,38,30705,351,Processing,27.96,2023-04-17 17:35:09.052917,,
58,38,30705,448,Processing,18.03,2023-04-17 17:35:09.052917,,
59,39,17136,248,Complete,49.58,2023-04-19 13:51:17.990571,2023-04-22 13:51:17.990571,
60,39,17136,147,Complete,60.62,2023-04-19 13:51:17.990571,2023-04-22 13:51:17.990571,
61,39,17136,395,Complete,41.58,2023-04-19 13:51:17.990571,2023-04-23 13:51:17.990571,
62,40,12768,229,Complete,47.6,2023-04-21 22:36:35.500372,2023-04-24 22:36:35.500372,
63,41,12106,200,Complete,57.1,2023-04-22 09:03:37.825614,2023-04-25 09:03:37.825614,
64,41,12106,55,Complete,27.0,2023-04-22 09:03:37.825614,2023-04-23 09:03:37.825614,
65,41,12106,465,Complete,11.49,2023-04-22 09:03:37.825614,2023-04-25 09:03:37.825614,
66,42,11780,482,Shipped,85.73,2023-04-26 07:04:44.597358,2023-04-27 07:04:44.597358,
67,42,11780,298,Shipped,36.24,2023-04-26 07:04:44.597358,2023-04-29 07:04:44.597358,
68,42,11780,38,Shipped,29.88,2023-04-26 07:04:44.597358,2023-04-28 07:04:44.597358,
69,43,48159,322,Complete,11.41,2023-04-27 12:10:23.705309,2023-05-01 12:10:23.705309,
70,44,33667,70,Complete,29.36,2023-04-29 14:36:54.087515,2023-04-30 14:36:54.087515,
71,44,33667,309,Complete,64.04,2023-04-29 14:36:54.087515,2023-05-03 14:36:54.087515,
72,45,26911,159,Complete,78.01,2023-04-30 07:30:11.545442,2023-05-03 07:30:11.545442,
73,46,1904,439,Returned,31.41,2023-05-06 16:28:36.551763,2023-05-09 16:28:36.551763,2023-05-14 16:28:36.551763
74,47,20129,71,Shipped,14.13,2023-05-06 23:58:11.282483,2023-05-09 23:58:11.282483,
75,48,1575,293,Shipped,44.57,2023-05-10 09:47:58.470236,2023-05-11 09:47:58.470236,
76,48,1575,442,Shipped,46.75,2023-05-10 09:47:58.470236,2023-05-11 09:47:58.470236,
77,48,1575,265,Shipped,27.24,2023-05-10 09:47:58.470236,2023-05-11 09:47:58.470236,
78,48,1575,401,Shipped,25.14,2023-05-10 09:47:58.470236,2023-05-12 09:47:58.470236,
79,49,43796,172,Returned,76.89,2023-05-10 10:16:32.745796,2023-05-14 10:16:32.745796,2023-05-25 10:16:32.745796
80,50,32794,118,Complete,17.35,2023-05-11 15:57:24.011737,2023-05-12 15:57:24.011737,
81,50,32794,322,Complete,12.04,2023-05-11 15:57:24.011737,2023-05-13 15:57:24.011737,
82,51,17071,319,Complete,23.49,2023-05-17 09:04:14.177174,2023-05-18 09:04:14.177174,
83,51,17071,216,Complete,17.19,2023-05-17 09:04:14.177174,2023-05-20 09:04:14.177174,
84,52,26047,322,Complete,11.07,2023-05-17 18:34:21.979090,2023-05-18 18:34:21.979090,
85,53,42418,169,Complete,12.29,2023-05-18 22:10:10.439455,2023-05-20 22:10:10.439455,
86,53,42418,268,Complete,21.31,2023-05-18 22:10:10.439455,2023-05-19 22:10:10.439455,
87,54,45151,158,Complete,33.34,2023-05-19 00:48:07.891336,2023-05-22 00:48:07.891336,
88,55,14449,218,Complete,35.11,2023-05-24 22:48:38.805229,2023-05-27 22:48:38.805229,
89,56,33186,233,Complete,26.13,2023-05-25 22:55:55.113300,2023-05-28 22:55:55.113300,
90,56,33186,474,Complete,45.67,2023-05-25 22:55:55.113300,2023-05-29 22:55:55.113300,
91,57,22833,404,Complete,26.48,2023-05-26 03:07:25.065800,2023-05-30 03:07:25.065800,
92,58,35279,443,Complete,22.92,2023-05-27 03:55:14.023037,2023-05-30 03:55:14.023037,
93,59,45521,463,Complete,35.79,2023-05-29 04:42:54.732372,2023-06-01 04:42:54.732372,
94,59,45521,414,Complete,24.6,2023-05-29 04:42:54.732372,2023-05-31 04:42:54.732372,
95,60,47874,232,Processing,21.64,2023-06-01 17:51:29.076743,,
96,60,47874,140,Processing,37.03,2023-06-01 17:51:29.076743,,
97,60,47874,225,Processing,13.57,2023-06-01 17:51:29.076743,,
98,61,34972,353,Shipped,31.22,2023-06-02 00:06:09.674469,2023-06-04 00:06:09.674469,
99,61,34972,251,Shipped,14.56,2023-06-02 00:06:09.674469,2023-06-03 00:06:09.674469,
100,62,2976,162,Complete,45.09,2023-06-04 05:51:38.533054,2023-06-08 05:51:38.533054,
101,63,34563,361,Complete,11.03,2023-06-04 06:52:00.527780,2023-06-08 06:52:00.527780,
102,64,3512,370,Shipped,69.72,2023-06-04 15:46:36.979833,2023-06-08 15:46:36.979833,
103,64,3512,319,Shipped,26.74,2023-06-04 15:46:36.979833,2023-06-05 15:46:36.979833,
104,65,8983,166,Complete,36.46,2023-06-05 11:39:24.320447,2023-06-08 11:39:24.320447,
105,66,33953,204,Returned,50.53,2023-06-06 15:07:41.268505,2023-06-07 15:07:41.268505,2023-06-15 15:07:41.268505
106,67,26915,325,Complete,10.12,2023-06-08 01:11:59.367632,2023-06-12 01:11:59.367632,
107,68,33916,36,Processing,39.02,2023-06-08 02:44:48.824753,,
108,68,33916,181,Processing,15.25,2023-06-08 02:44:48.824753,,
109,68,33916,424,Processing,27.67,2023-06-08 02:44:48.824753,,
110,69,41135,461,Returned,28.41,2023-06-08 15:52:13.374400,2023-06-12 15:52:13.374400,2023-06-20 15:52:13.374400
111,69,41135,174,Returned,56.91,2023-06-08 15:52:13.374400,2023-06-09 15:52:13.374400,2023-06-23 15:52:13.374400
112,70,16542,231,Complete,18.54,2023-06-08 22:46:21.233190,2023-06-11 22:46:21.233190,
113,71,39286,243,Complete,91.05,2023-06-08 23:27:47.366268,2023-06-12 23:27:47.366268,
114,71,39286,267,Complete,23.74,2023-06-08 23:27:47.366268,2023-06-09 23:27:47.366268,
115,72,39581,362,Complete,60.29,2023-06-10 02:39:08.024275,2023-06-11 02:39:08.024275,
116,72,39581,105,Complete,35.49,2023-06-10 02:39:08.024275,2023-06-12 02:39:08.024275,
117,72,39581,163,Complete,36.14,2023-06-10 02:39:08.024275,2023-06-11 02:39:08.024275,
118,73,17644,131,Complete,48.21,2023-06-10 13:37:16.376543,2023-06-13 13:37:16.376543,
119,74,20496,80,Returned,34.11,2023-06-13 08:23:25.552048,2023-06-17 08:23:25.552048,2023-06-21 08:23:25.552048
120,74,20496,140,Returned,33.65,2023-06-13 08:23:25.552048,2023-06-17 08:23:25.552048,2023-06-25 08:23:25.552048
121,74,20496,39,Returned,25.55,2023-06-13 08:23:25.552048,2023-06-16 08:23:25.552048,2023-06-28 08:23:25.552048
122,75,22038,348,Complete,53.9,2023-06-14 08:13:06.945862,2023-06-15 08:13:06.945862,
123,76,33893,291,Complete,13.24,2023-06-15 04:14:59.197766,2023-06-18 04:14:59.197766,
124,76,33893,375,Complete,64.67,2023-06-15 04:14:59.197766,2023-06-17 04:14:59.197766,
125,77,36988,10,Complete,64.62,2023-06-15 16:47:33.445516,2023-06-16 16:47:33.445516,
126,78,33445,453,Returned,14.58,2023-06-16 06:49:56.660785,2023-06-17 06:49:56.660785,2023-06-24 06:49:56.660785
127,78,33445,209,Returned,39.28,2023-06-16 06:49:56.660785,2023-06-19 06:49:56.660785,2023-06-26 06:49:56.660785
128,78,33445,1,Returned,18.61,2023-06-16 06:49:56.660785,2023-06-18 06:49:56.660785,2023-06-30 06:49:56.660785
129,79,21917,428,Returned,69.42,2023-06-16 20:10:03.876085,2023-06-19 20:10:03.876085,2023-06-24 20:10:03.876085
130,80,5352,292,Complete,49.31,2023-06-16 20:41:24.502313,2023-06-20 20:41:24.502313,
131,81,38256,466,Complete,43.36,2023-06-17 13:44:49.026869,2023-06-18 13:44:49.026869,
132,82,47477,296,Complete,14.07,2023-06-18 18:13:16.738090,2023-06-22 18:13:16.738090,
133,83,14062,194,Complete,21.71,2023-06-18 22:45:45.914208,2023-06-21 22:45:45.914208,
134,83,14062,216,Complete,18.91,2023-06-18 22:45:45.914208,2023-06-22 22:45:45.914208,
135,84,39759,294,Complete,12.46,2023-06-19 02:53:12.559533,2023-06-20 02:53:12.559533,
136,85,1164,27,Complete,84.05,2023-06-19 09:45:58.852565,2023-06-20 09:45:58.852565,
137,86,9022,198,Returned,91.99,2023-06-19 11:29:49.941165,2023-06-20 11:29:49.941165,2023-06-27 11:29:49.941165
138,87,19372,203,Complete,8.91,2023-06-19 18:08:52.900547,2023-06-23 18:08:52.900547,
139,88,13152,22,Complete,54.98,2023-06-20 08:03:03.232364,2023-06-23 08:03:03.232364,
140,89,36988,320,Complete,9.01,2023-06-20 10:34:35.383140,2023-06-23 10:34:35.383140,
141,90,39804,484,Complete,35.88,2023-06-20 17:37:12.629123,2023-06-24 17:37:12.629123,
142,91,42554,358,Complete,36.35,2023-06-20 18:25:04.877594,2023-06-22 18:25:04.877594,
143,92,23788,69,Complete,54.16,2023-06-21 20:09:54.438808,2023-06-25 20:09:54.438808,
144,93,34460,110,Complete,116.27,2023-06-22 05:19:17.231903,2023-06-23 05:19:17.231903,
145,94,34087,482,Complete,94.82,2023-06-22 08:19:39.620925,2023-06-23 08:19:39.620925,
146,95,31002,256,Processing,49.1,2023-06-23 00:42:03.196885,,
147,95,31002,169,Processing,12.63,2023-06-23 00:42:03.196885,,
148,96,31652,297,Returned,29.57,2023-06-25 18:03:55.289951,2023-06-26 18:03:55.289951,2023-07-10 18:03:55.289951
149,97,46742,54,Returned,19.99,2023-06-25 18:49:10.203112,2023-06-29 18:49:10.203112,2023-07-09 18:49:10.203112
150,98,43900,75,Processing,64.86,2023-06-26 13:48:28.849219,,
151,98,43900,118,Processing,17.46,2023-06-26 13:48:28.849219,,
152,98,43900,122,Processing,63.19,2023-06-26 13:48:28.849219,,
153,98,43900,61,Processing,39.57,2023-06-26 13:48:28.849219,,
154,99,34610,345,Complete,13.04,2023-06-26 14:37:05.356695,2023-06-28 14:37:05.356695,
155,100,25350,50,Complete,82.86,2023-06-27 08:38:22.427202,2023-06-28 08:38:22.427202,
156,100,25350,155,Complete,40.6,2023-06-27 08:38:22.427202,2023-06-28 08:38:22.427202,
157,101,32323,477,Shipped,101.48,2023-06-27 19:23:27.137038,2023-06-28 19:23:27.137038,
158,102,23190,460,Complete,44.35,2023-06-30 15:29:42.431631,2023-07-02 15:29:42.431631,
159,103,41721,138,Complete,32.23,2023-07-01 17:28:55.426605,2023-07-05 17:28:55.426605,
160,104,34200,376,Returned,25.65,2023-07-03 08:02:22.052075,2023-07-06 08:02:22.052075,2023-07-11 08:02:22.052075
161,105,10231,320,Complete,9.31,2023-07-03 12:13:05.347524,2023-07-06 12:13:05.347524,
162,106,11457,361,Returned,10.98,2023-07-05 13:43:23.413964,2023-07-08 13:43:23.413964,2023-07-22 13:43:23.413964
163,106,11457,110,Returned,121.96,2023-07-05 13:43:23.413964,2023-07-06 13:43:23.413964,2023-07-09 13:43:23.413964
164,106,11457,468,Returned,28.8,2023-07-05 13:43:23.413964,2023-07-07 13:43:23.413964,2023-07-19 13:43:23.413964
165,106,11457,92,Returned,108.62,2023-07-05 13:43:23.413964,2023-07-06 13:43:23.413964,2023-07-17 13:43:23.413964
166,107,4021,495,Shipped,27.86,2023-07-06 01:32:27.656186,2023-07-10 01:32:27.656186,
167,108,10938,470,Returned,18.86,2023-07-07 04:29:38.005657,2023-07-09 04:29:38.005657,2023-07-22 04:29:38.005657
168,109,48255,113,Shipped,22.12,2023-07-08 04:12:10.671079,2023-07-11 04:12:10.671079,
169,109,48255,272,Shipped,40.96,2023-07-08 04:12:10.671079,2023-07-10 04:12:10.671079,
170,110,33387,355,Complete,51.6,2023-07-08 19:05:52.675057,2023-07-09 19:05:52.675057,
171,111,18675,186,Complete,22.73,2023-07-08 20:24:45.465804,2023-07-12 20:24:45.465804,
172,112,12957,267,Shipped,20.44,2023-07-10 06:46:10.901825,2023-07-12 06:46:10.901825,
173,113,18129,437,Processing,37.35,2023-07-10 20:24:16.853758,,
174,114,18596,376,Complete,28.7,2023-07-14 14:01:07.179514,2023-07-15 14:01:07.179514,
175,114,18596,145,Complete,29.77,2023-07-14 14:01:07.179514,2023-07-15 14:01:07.179514,
176,115,46056,309,Returned,71.02,2023-07-14 23:24:37.765303,2023-07-16 23:24:37.765303,2023-07-26 23:24:37.765303
177,116,29306,380,Complete,42.93,2023-07-16 12:07:33.894955,2023-07-19 12:07:33.894955,
178,117,46806,222,Complete,62.2,2023-07-16 14:25:34.201344,2023-07-20 14:25:34.201344,
179,118,31822,434,Shipped,45.29,2023-07-17 00:06:25.422741,2023-07-21 00:06:25.422741,
180,118,31822,67,Shipped,18.57,2023-07-17 00:06:25.422741,2023-07-19 00:06:25.422741,
181,118,31822,259,Shipped,30.25,2023-07-17 00:06:25.422741,2023-07-21 00:06:25.422741,
182,118,31822,464,Shipped,17.95,2023-07-17 00:06:25.422741,2023-07-20 00:06:25.422741,
183,119,37517,488,Returned,45.11,2023-07-17 14:26:31.918208,2023-07-19 14:26:31.918208,2023-08-02 14:26:31.918208
184,119,37517,155,Returned,39.12,2023-07-17 14:26:31.918208,2023-07-18 14:26:31.918208,2023-07-23 14:26:31.918208
185,119,37517,203,Returned,9.14,2023-07-17 14:26:31.918208,2023-07-19 14:26:31.918208,2023-07-27 14:26:31.918208
186,120,28213,145,Complete,33.46,2023-07-18 16:04:56.788397,2023-07-19 16:04:56.788397,
187,121,16700,229,Returned,47.85,2023-07-18 16:48:00.451357,2023-07-20 16:48:00.451357,2023-07-23 16:48:00.451357
188,122,14506,369,Returned,68.8,2023-07-19 18:02:52.346001,2023-07-23 18:02:52.346001,2023-07-29 18:02:52.346001
189,123,35344,394,Complete,16.47,2023-07-20 02:32:10.740068,2023-07-21 02:32:10.740068,
190,123,35344,355,Complete,54.71,2023-07-20 02:32:10.740068,2023-07-24 02:32:10.740068,
191,124,8657,208,Complete,95.31,2023-07-20 05:51:52.402807,2023-07-24 05:51:52.402807,
192,124,8657,346,Complete,42.88,2023-07-20 05:51:52.402807,2023-07-23 05:51:52.402807,
193,125,39070,197,Complete,26.24,2023-07-21 13:29:59.321434,2023-07-24 13:29:59.321434,
194,125,39070,30,Complete,64.4,2023-07-21 13:29:59.321434,2023-07-25 13:29:59.321434,
195,126,15217,381,Complete,13.81,2023-07-21 18:51:30.608979,2023-07-24 18:51:30.608979,
196,127,24313,307,Cancelled,55.88,2023-07-21 19:24:45.206142,,
197,128,44557,379,Complete,72.44,2023-07-22 06:15:02.283105,2023-07-26 06:15:02.283105,
198,129,49824,105,Complete,37.08,2023-07-22 09:40:28.409120,2023-07-23 09:40:28.409120,
199,130,12774,145,Cancelled,31.83,2023-07-22 10:20:00.411471,,
200,130,12774,444,Cancelled,42.32,2023-07-22 10:20:00.411471,,
201,130,12774,130,Cancelled,74.87,2023-07-22 10:20:00.411471,,
202,130,12774,61,Cancelled,35.96,2023-07-22 10:20:00.411471,,
203,131,27455,10,Cancelled,62.6,2023-07-25 07:39:21.565794,,
204,131,27455,397,Cancelled,97.34,2023-07-25 07:39:21.565794,,
205,132,21996,177,Complete,17.93,2023-07-28 11:22:34.948574,2023-07-29 11:22:34.948574,
206,132,21996,63,Complete,36.42,2023-07-28 11:22:34.948574,2023-07-29 11:22:34.948574,
207,133,32684,34,Shipped,63.17,2023-07-28 18:32:08.659491,2023-07-30 18:32:08.659491,
208,133,32684,287,Shipped,87.33,2023-07-28 18:32:08.659491,2023-07-29 18:32:08.659491,
209,134,35585,496,Complete,96.31,2023-07-29 10:23:59.986368,2023-07-30 10:23:59.986368,
210,135,43222,253,Complete,56.74,2023-07-30 11:38:24.116888,2023-08-01 11:38:24.116888,
211,136,17490,477,Complete,100.64,2023-07-30 22:17:43.424194,2023-08-03 22:17:43.424194,
212,136,17490,496,Complete,102.22,2023-07-30 22:17:43.424194,2023-08-03 22:17:43.424194,
213,137,35635,108,Complete,37.9,2023-07-31 03:31:38.973303,2023-08-02 03:31:38.973303,
214,137,35635,468,Complete,28.67,2023-07-31 03:31:38.973303,2023-08-02 03:31:38.973303,
215,138,30648,354,Complete,35.51,2023-07-31 20:27:15.881557,2023-08-03 20:27:15.881557,
216,139,15935,136,Complete,86.94,2023-08-01 05:25:27.165543,2023-08-02 05:25:27.165543,
217,139,15935,306,Complete,67.99,2023-08-01 05:25:27.165543,2023-08-04 05:25:27.165543,
218,140,26961,349,Cancelled,24.12,2023-08-01 07:17:03.521920,,
219,140,26961,241,Cancelled,37.68,2023-08-01 07:17:03.521920,,
220,141,48415,110,Returned,127.38,2023-08-01 11:57:26.038593,2023-08-02 11:57:26.038593,2023-08-13 11:57:26.038593
221,142,35245,257,Cancelled,33.92,2023-08-01 23:14:57.789225,,
222,143,38804,77,Complete,48.34,2023-08-02 01:29:39.795023,2023-08-05 01:29:39.795023,
223,143,38804,426,Complete,71.64,2023-08-02 01:29:39.795023,2023-08-04 01:29:39.795023,
224,144,18001,328,Complete,20.16,2023-08-02 09:48:40.795132,2023-08-04 09:48:40.795132,
225,145,35986,452,Complete,11.89,2023-08-02 17:53:01.514534,2023-08-05 17:53:01.514534,
226,146,11064,205,Cancelled,36.96,2023-08-02 21:57:41.206419,,
227,146,11064,113,Cancelled,24.82,2023-08-02 21:57:41.206419,,
228,146,11064,306,Cancelled,65.01,2023-08-02 21:57:41.206419,,
229,147,20143,143,Complete,138.44,2023-08-05 12:43:57.651696,2023-08-06 12:43:57.651696,
230,148,9887,290,Returned,9.61,2023-08-07 01:43:33.210518,2023-08-10 01:43:33.210518,2023-08-22 01:43:33.210518
231,148,9887,398,Returned,44.59,2023-08-07 01:43:33.210518,2023-08-10 01:43:33.210518,2023-08-19 01:43:33.210518
232,149,29070,65,Complete,21.11,2023-08-07 11:08:22.264975,2023-08-11 11:08:22.264975,
233,149,29070,206,Complete,40.63,2023-08-07 11:08:22.264975,2023-08-11 11:08:22.264975,
234,149,29070,459,Complete,54.41,2023-08-07 11:08:22.264975,2023-08-10 11:08:22.264975,
235,149,29070,411,Complete,14.05,2023-08-07 11:08:22.264975,2023-08-09 11:08:22.264975,
236,150,37009,382,Complete,28.51,2023-08-07 11:18:04.014893,2023-08-11 11:18:04.014893,
237,151,37014,299,Returned,12.36,2023-08-08 00:51:37.250089,2023-08-09 00:51:37.250089,2023-08-18 00:51:37.250089
238,151,37014,85,Returned,17.2,2023-08-08 00:51:37.250089,2023-08-09 00:51:37.250089,2023-08-21 00:51:37.250089
239,152,17216,270,Cancelled,17.88,2023-08-08 12:49:06.477155,,
240,152,17216,438,Cancelled,21.73,2023-08-08 12:49:06.477155,,
241,153,7793,362,Cancelled,64.87,2023-08-09 10:11:02.438133,,
242,154,2152,399,Complete,39.02,2023-08-10 23:55:19.837859,2023-08-14 23:55:19.837859,
243,155,25980,280,Processing,33.85,2023-08-12 00:46:05.127463,,
244,156,12752,146,Complete,64.65,2023-08-13 04:54:56.470856,2023-08-14 04:54:56.470856,
245,157,3888,34,Returned,66.79,2023-08-13 22:53:19.065351,2023-08-17 22:53:19.065351,2023-08-24 22:53:19.065351
246,157,3888,227,Returned,18.66,2023-08-13 22:53:19.065351,2023-08-17 22:53:19.065351,2023-08-21 22:53:19.065351
247,157,3888,247,Returned,143.61,2023-08-13 22:53:19.065351,2023-08-15 22:53:19.065351,2023-08-23 22:53:19.065351
248,158,5573,197,Complete,24.45,2023-08-15 22:30:01.317357,2023-08-16 22:30:01.317357,
249,158,5573,488,Complete,43.93,2023-08-15 22:30:01.317357,2023-08-19 22:30:01.317357,
250,158,5573,497,Complete,17.42,2023-08-15 22:30:01.317357,2023-08-19 22:30:01.317357,
251,159,37413,326,Complete,15.36,2023-08-15 22:45:00.239284,2023-08-19 22:45:00.239284,
252,159,37413,199,Complete,10.1,2023-08-15 22:45:00.239284,2023-08-19 22:45:00.239284,
253,160,10222,339,Returned,48.23,2023-08-16 05:53:03.952898,2023-08-18 05:53:03.952898,2023-08-27 05:53:03.952898
254,161,10542,123,Complete,29.09,2023-08-16 15:30:22.419452,2023-08-19 15:30:22.419452,
255,162,16087,203,Returned,9.36,2023-08-17 12:53:11.374403,2023-08-19 12:53:11.374403,2023-09-02 12:53:11.374403
256,163,37797,70,Cancelled,27.38,2023-08-18 02:50:30.383059,,
257,163,37797,260,Cancelled,37.65,2023-08-18 02:50:30.383059,,
258,163,37797,73,Cancelled,30.74,2023-08-18 02:50:30.383059,,
259,164,28884,48,Complete,16.62,2023-08-18 03:05:24.908173,2023-08-22 03:05:24.908173,
260,165,12851,273,Complete,12.65,2023-08-18 10:41:01.637430,2023-08-22 10:41:01.637430,
261,165,12851,287,Complete,94.67,2023-08-18 10:41:01.637430,2023-08-19 10:41:01.637430,
262,165,12851,128,Complete,31.61,2023-08-18 10:41:01.637430,2023-08-21 10:41:01.637430,
263,165,12851,354,Complete,36.65,2023-08-18 10:41:01.637430,2023-08-22 10:41:01.637430,
264,166,40898,42,Returned,79.68,2023-08-18 17:33:22.827904,2023-08-19 17:33:22.827904,2023-09-01 17:33:22.827904
265,167,18838,131,Processing,51.18,2023-08-18 17:35:35.951272,,
266,168,27491,383,Complete,23.2,2023-08-18 19:18:16.759763,2023-08-20 19:18:16.759763,
267,169,25599,219,Complete,33.17,2023-08-19 12:29:43.343675,2023-08-23 12:29:43.343675,
268,170,46087,310,Returned,30.37,2023-08-19 14:38:09.469943,2023-08-22 14:38:09.469943,2023-09-01 14:38:09.469943
269,170,46087,484,Returned,35.19,2023-08-19 14:38:09.469943,2023-08-20 14:38:09.469943,2023-08-26 14:38:09.469943
270,170,46087,67,Returned,20.03,2023-08-19 14:38:09.469943,2023-08-20 14:38:09.469943,2023-09-02 14:38:09.469943
271,170,46087,316,Returned,37.68,2023-08-19 14:38:09.469943,2023-08-23 14:38:09.469943,2023-08-31 14:38:09.469943
272,171,36339,57,Cancelled,27.49,2023-08-20 18:44:59.238266,,
273,172,41158,75,Returned,58.88,2023-08-21 01:08:10.734209,2023-08-23 01:08:10.734209,2023-09-05 01:08:10.734209
274,172,41158,349,Returned,21.98,2023-08-21 01:08:10.734209,2023-08-25 01:08:10.734209,2023-09-03 01:08:10.734209
